"simul_idx","up_dw","low_dw","up_t_test","low_t_test","up_catoni","low_catoni","up_cheby","low_cheby"
101,3.98922604252598,1.34409222712565,3.83980203461937,1.10926906327985,3.41829734772724,1.76818681383903,3.47453554894961,1.47453554894961
102,4.07830412906975,1.75511996114649,3.47545179778709,2.42814975681263,3.79506733150192,2.1449567976137,3.95180077729986,1.95180077729986
103,4.10752056563115,1.45671767373988,3.68022341405222,2.03635007883998,3.66114545969473,2.01103492580652,3.8582867464461,1.8582867464461
104,4.51561263190428,1.87649027235057,3.81999076253172,2.72786785549935,4.08390585700012,2.43379532311191,4.27392930901553,2.27392930901553
105,4.79281278931533,2.10366038230852,4.03609790338168,2.9838849364404,4.32585220101487,2.67574166712666,4.50999141991104,2.50999141991104
106,4.04192324532195,1.42205559042072,3.23157146152652,2.17223037510488,3.53753668790164,1.88742615401343,3.7019009183157,1.7019009183157
107,4.64016510642688,2.099812182906,3.86774069894674,2.97465446423381,4.24643536127221,2.596324827384,4.42119758159027,2.42119758159027
108,4.32201882262504,1.72175916001082,4.96932775027353,2.13241825122091,4.03902656027431,2.38891602638609,4.55087300074722,2.55087300074722
109,4.51948420986401,1.89894805097704,3.7593221741945,2.79564801428574,4.09269972939824,2.44258919551003,4.27748509424012,2.27748509424012
110,4.59021985541878,1.94844482906087,4.13210347689135,2.7469958777502,4.20703977400093,2.55692924011272,4.43954967732078,2.43954967732078
111,4.39882332850056,1.94485072624632,3.67134688953028,2.7298185832808,4.03232713201281,2.38221659812459,4.20058273640554,2.20058273640554
112,4.0368436856224,1.36491414161662,3.2061971887352,2.09799158208531,3.48923946041344,1.83912892652522,3.65209438541025,1.65209438541025
113,4.02121309007256,1.61417393374063,3.45475349193877,2.25876493648063,3.64212725579022,1.992016721902,3.8567592142097,1.8567592142097
114,3.83955849671626,1.60317855564993,3.17401743643137,2.2115621597589,3.51599488613524,1.86588435224702,3.69278979809514,1.69278979809514
115,3.35693773869604,0.869567504349531,2.63526010080455,1.40198654776136,2.88278000097608,1.23266946708787,3.01862332428295,1.01862332428295
116,4.62903965435692,1.96215570620124,3.89217544304143,2.83912345041035,4.17803140393262,2.5279208700444,4.36564944672589,2.36564944672589
117,4.3685467223487,1.79084126605755,3.63673277290953,2.45866275992429,3.89423015616157,2.24411962227336,4.04769776641691,2.04769776641691
118,4.59250497897765,2.01142291018163,3.84204608265979,2.81814552940721,4.16027699242528,2.51016645853707,4.3300958060335,2.3300958060335
119,3.88854889865924,1.20476288959031,3.29589151499702,1.87737338951421,3.40165135488195,1.75154082099374,3.58663245225562,1.58663245225562
120,4.02393627729123,1.37968932413639,3.23613457726551,1.85774667558023,3.42790619051935,1.77779565663114,3.54694062642287,1.54694062642287
121,4.35341755814759,1.68374877322749,4.11580791196806,2.15204856420953,3.88153257289235,2.23142203900414,4.13392823808879,2.13392823808879
122,4.18324817210527,1.5434776427402,3.398226133376,1.85134318552706,3.51442786938872,1.86431733550051,3.62478465945153,1.62478465945153
123,3.8177643392068,1.12940188159338,3.36696507026846,1.7798128916008,3.35226714420146,1.70215661031324,3.57338898093463,1.57338898093463
124,4.38865336668271,1.74626746370218,4.05590263424737,2.56125545051688,4.05699897326265,2.40688843937444,4.30857904238213,2.30857904238213
125,4.87057465541636,2.20794394413422,4.39894975471147,2.94662080221006,4.44943492316939,2.79932438928118,4.67278527846077,2.67278527846077
126,4.24054135020952,1.57640892636389,3.77489708307127,2.38636234041936,3.84792517114455,2.19781463725634,4.08062971174532,2.08062971174532
127,4.95325165952686,2.30451842153194,4.50447033988003,3.02053418811665,4.55446601373959,2.90435547985137,4.76250226399834,2.76250226399834
128,4.1619947980488,1.47260511727761,3.40532490823535,2.12220543447974,3.60719769378393,1.95708715989571,3.76376517135755,1.76376517135755
