"","simul_idx","up_dw","low_dw","t_dw","up_dw_x1_to_xn","low_dw_x1_to_xn","t_dw_x1_to_xn","up_dw_x1_to_xn_tails","low_dw_x1_to_xn_tails","t_dw_x1_to_xn_tails","up_t_test","low_t_test","t_t_test"
"1",1,0.624570164360591,0.453668355129239,6.2284951210022,0.624568837528281,0.453669432309863,3.47728180885315,0.649399264172285,0.453669432309863,3.47728180885315,0.591817655826961,0.487923287349383,0.00137186050415039
"2",2,0.581929895408462,0.410579116890677,6.5651707649231,0.581926315142388,0.410580934431545,2.84232044219971,0.60675782321145,0.410580934431545,2.84232044219971,0.548267489321662,0.444092631053737,0.00104045867919922
"3",3,0.608999337438993,0.437790404705121,5.78279876708984,0.608996243389207,0.437792407421333,3.32218599319458,0.633828023551398,0.437792407421333,3.32218599319458,0.575903863118365,0.471801726001418,0.00101566314697266
"4",4,0.554198251500546,0.383122434424834,7.07165837287903,0.554195499132682,0.383124944673021,3.23339748382568,0.579028015268335,0.383124944673021,3.23339748382568,0.520056941497772,0.416046426888477,0.00129389762878418
"5",5,0.589484788838136,0.418145259796067,6.26487994194031,0.589480449979258,0.4181486975951,3.28244423866272,0.614314341388696,0.4181486975951,3.28244423866272,0.555993070058079,0.451787678888196,0.00141191482543945
"6",6,0.616871454173376,0.4458035581501,6.52837729454041,0.616868611129002,0.445810754065666,3.20996689796448,0.641707975250874,0.445810754065666,3.20996689796448,0.583948690794189,0.479942448748087,0.00102114677429199
"7",7,0.636082142042547,0.465511010440471,5.55937123298645,0.636075776232561,0.465514794679084,2.73565721511841,0.660910160621086,0.465514794679084,2.73565721511841,0.603581098279434,0.499935820627737,0.00136828422546387
"8",8,0.562130586081926,0.390893326970034,5.9020938873291,0.562129515042958,0.390893953311218,3.4681932926178,0.586959284132134,0.390893953311218,3.4681932926178,0.528124616836252,0.423979670625537,0.00145983695983887
"9",9,0.58953290770887,0.418173612268857,6.53179025650024,0.589530124937299,0.418179639844323,3.1995108127594,0.614367782495006,0.418179639844323,3.1995108127594,0.556040396806713,0.451821125828025,0.00140285491943359
"10",10,0.632127259292929,0.461451661851929,6.35291409492493,0.632122927449771,0.461457676199814,2.35282325744629,0.656960563160236,0.461457676199814,2.35282325744629,0.5995412086605,0.495819771606141,0.000873565673828125
"11",11,0.550264447256442,0.379291170165498,6.02656006813049,0.550260801316119,0.379292747858628,3.45128655433655,0.575091956961079,0.379292747858628,3.45128655433655,0.516061056720544,0.412134111674133,0.00126171112060547
"12",12,0.56990503943676,0.398635937658243,5.20315408706665,0.569901305939309,0.398638616711458,2.57505488395691,0.594734072397174,0.398638616711458,2.57505488395691,0.536025857724303,0.43189210051077,0.000204086303710938
