"simul_idx","up_dw","low_dw","up_t_test","low_t_test","up_catoni","low_catoni","up_cheby","low_cheby"
201,3.90908530965232,2.14436850202563,3.34522592594453,2.73048136543801,3.60415877230451,2.47514860939264,3.74496042687782,2.33074686450472
202,3.85587191445196,2.04789196592702,3.34060958340622,2.66391587034377,3.57496064700466,2.44595048409279,3.70936950806155,2.29515594568845
203,3.68167818966907,1.62557701574477,3.13079602791828,2.18365382415862,3.22718675099539,2.09817658808352,3.364331707225,1.9501181448519
204,4.23317923639674,2.22460626143557,3.6711282943307,2.89620532617757,3.84019515189051,2.71118498897864,3.99077359144069,2.57656002906759
205,4.28736676541566,2.26508490644369,3.970649262972,2.83599056652387,3.91921887735123,2.79020871443936,4.11042669593448,2.69621313356138
206,3.94524347227949,2.04159824094966,3.30041891646768,2.63870049555788,3.53400414965282,2.40499398674096,3.67666648719933,2.26245292482623
207,4.17653230167779,2.15389202629335,3.60822989270784,2.77660119450862,3.7563669903299,2.62735682741804,3.89952232479478,2.48530876242168
208,3.97160545966668,1.93207401921601,3.46404197363203,2.37411075126431,3.50896577008683,2.37995560717497,3.62618314363471,2.21196958126162
209,3.97535005549917,1.98457039421575,3.32142333567402,2.58380324534268,3.5267423851257,2.39773222221383,3.65972007169489,2.2455065093218
210,4.0994091923308,2.07445881048898,3.56993381402088,2.44173397653948,3.58154167948992,2.45253151657805,3.71294067646673,2.29872711409364
211,3.92136657300125,2.01836388056621,3.32482383365079,2.60073493841162,3.53867702914757,2.40966686623571,3.66988616721775,2.25567260484466
212,3.99256662207352,1.9589487088994,3.91243555830841,2.52841245991321,3.67280075641391,2.54379059350204,3.92753079029736,2.51331722792426
213,3.75814589032292,1.72281508586371,3.14011842248886,2.19037077509208,3.24975093553737,2.1207407726255,3.37235137997702,1.95813781760392
214,3.93139393737133,1.96996957631253,3.27553609565846,2.53333830711083,3.48149623318362,2.35248607027176,3.6115439825712,2.1973304201981
215,4.33981422689485,2.36547228584672,4.32506026731923,3.06820787475251,4.1613425540672,3.03233239115533,4.40374085222242,2.98952728984932
216,3.47684944551366,1.51166425374493,2.98901333578673,1.24186011763971,2.87952950698577,1.75051934407391,2.82254350789977,1.40832994552667
217,4.28037538128107,2.41599994868037,3.62100717262444,2.96979210818865,3.85748641674148,2.72847625382961,4.00250642159309,2.58829285922
218,4.1551019536997,2.10072499671676,3.46756997165763,2.72815723084526,3.66678806896794,2.53777790605607,3.80497038243799,2.39075682006489
219,3.89104410455154,1.89297802685123,3.26007284498605,1.91451281792306,3.25764306363008,2.12863290071821,3.2943996126411,1.88018605026801
220,3.70356479437825,1.83999261359696,3.39576676567033,1.22316932953392,3.17686433873011,2.04785417581825,3.01657482878867,1.60236126641558
