"simul_idx","up_dw","low_dw","up_t_test","low_t_test","up_catoni","low_catoni","up_cheby","low_cheby"
401,4.16593790798897,2.14022139406716,3.97487334632528,2.70394069606254,3.83378364481821,2.70477348190634,4.04651380238046,2.63230024000736
402,4.33380477705476,2.41032829710041,3.69103063308594,2.9882431107747,3.90267337293295,2.77366321002109,4.04674365311687,2.63253009074377
403,3.56065117662482,1.53991555172922,2.85881482818271,2.08902236952276,3.04628195990577,1.9172717969939,3.18102538003928,1.76681181766619
404,4.13433739160544,2.18008572212328,3.48834679653443,2.77265334523287,3.69322812580743,2.56421796289556,3.8376068520702,2.4233932896971
405,4.01471465743763,1.97763731343036,3.57547365582333,2.64028125011436,3.64177015560939,2.51275999269753,3.81498423415539,2.40077067178229
406,4.28150377233634,2.24076531800524,3.88811913903888,2.7469737569013,3.85541379951355,2.72640363660168,4.02465322915664,2.61043966678354
407,4.06165362573669,2.05190080482343,3.39178891227234,2.57747399493058,3.55788611958917,2.4288759566773,3.69173823478801,2.27752467241492
408,3.68882472507897,1.66028653018009,3.02357245175897,2.32141208026695,3.23874125228291,2.10973108937105,3.37959904719951,1.96538548482642
409,4.19598289990183,2.20815825555846,3.77194180919365,2.88265881742299,3.86243571832751,2.73342555541565,4.03440709449487,2.62019353212177
410,4.22619156432825,2.25697321752401,3.63262674126469,2.97579193152758,3.86139287493192,2.73238271202005,4.01131611758268,2.59710255520958
411,4.12429055205652,2.20712014640293,4.10561598516384,2.778416867122,3.9158506397902,2.78684047687833,4.14912320732947,2.73490964495637
412,4.1336025723592,2.09885073671661,3.47378319400771,2.37055472726687,3.55009749841734,2.42108733550547,3.62927574182384,2.21506217945074
413,3.67031223935306,1.73880828959564,3.01356653775249,2.35313543032043,3.24474098492891,2.11573082201704,3.39045776522301,1.97624420284991
414,4.14266633469934,2.10008127016663,3.46855561864472,2.69589892115493,3.65264599123173,2.52363582831986,3.78933405108638,2.37512048871328
415,3.44064739418498,1.68575470250278,2.93471696844551,2.18397183433258,3.14023564828531,2.01122548537344,3.26645118257559,1.8522376202025
416,3.90578405301523,1.85159097966179,3.27967643617647,2.53512784966635,3.46766544833542,2.33865528542355,3.61450892410796,2.20029536173486
417,3.86109801035697,1.83712789337657,3.20429783377632,2.33715704779309,3.34688184817539,2.21787168526352,3.47783422197125,2.06362065959816
418,4.05626864833788,2.03514256578439,3.48829952408777,2.57389202832635,3.60447573118347,2.4754655682716,3.73820255739361,2.32398899502052
419,4.14049098597576,2.11531087726868,3.56339202385021,2.27566537325035,3.56617497830832,2.43716481539645,3.62663547973683,2.21242191736374
420,3.81474943905704,1.83052758428682,3.43025040272874,1.17361460084229,3.18009696135272,2.05108679844085,3.00903928297207,1.59482572059897
421,4.3610702476377,2.66083613139918,6.71180542655915,2.29721152168526,4.22486956256065,3.09585939964878,5.21161525530876,3.79740169293566
