"","simul_idx","up_dw","low_dw","up_dw_x1_to_xn","low_dw_x1_to_xn","up_dw_x1_to_xn_tails","low_dw_x1_to_xn_tails","up_t_test","low_t_test","up_anderson","low_anderson","up_cheby","low_cheby","up_emp_bern","low_emp_bern","up_hoeffding","low_hoeffding","up_PI_emp_bern","low_PI_emp_bern","up_PI_hedged","low_PI_hedged"
"1",382,0.566626665343593,0.445283896020957,0.566626032507294,0.445287639814031,0.579908739153797,0.445287639814031,0.54274789142719,0.46928017755501,0.560723721652476,0.449298139694053,0.617276735501672,0.374907645853426,0.583810562398407,0.428217506583793,0.56074731754222,0.45128075143998,0.563309912666275,0.443288890571111,0.56,0.46
