"simul_idx","up_dw","low_dw","up_t_test","low_t_test","up_catoni","low_catoni","up_cheby","low_cheby"
101,3.73962194982336,2.40049824366016,3.25803830171821,2.56248589166079,3.29347263392177,2.59269701182331,3.35747569218946,2.46304850118954
102,3.75684226107602,2.37521562731267,3.36015690068711,2.81517627964153,3.43428641167983,2.73351078958137,3.53488018566428,2.64045299466436
103,3.58727241237616,2.20127010856476,3.49141063261483,2.66399709899737,3.36534256444979,2.66456694235133,3.52491746130605,2.63049027030614
104,3.82009438987802,2.42674845882565,3.36118391009515,2.84987597360405,3.45853283727148,2.75775721517302,3.55274353734956,2.65831634634964
105,3.63161073455474,2.23423174640907,3.17435772891913,2.63929676742585,3.26179391106632,2.56101828896786,3.35404084367245,2.45961365267253
106,3.71271378946164,2.31464598511387,3.22906741575631,2.699219922824,3.32393426167005,2.62315863957159,3.41135726479011,2.5169300737902
107,3.77076589729018,2.37220412069276,3.31795157209484,2.76818862370191,3.39862235389952,2.69784673180105,3.49028369339833,2.59585650239842
108,3.80925923913077,2.42546657856617,3.32762625312605,2.86225696000106,3.44751654812138,2.74674092602292,3.54215520206351,2.64772801106359
109,3.83252440048328,2.48560848710856,3.38639417092737,2.77323689633392,3.44476664133686,2.7439910192384,3.52702912913061,2.63260193813069
110,3.87167766198701,2.4713225252806,3.40016464328817,2.93984329679161,3.52140796220275,2.82063234010429,3.61721756553985,2.72279037453993
111,3.56149769521947,2.18947552771346,3.1106859663325,2.60706577231742,3.21090066699927,2.51012504490081,3.30608946482491,2.411662273825
112,3.74063199064139,2.36314564082067,3.31145588781785,2.7321980509912,3.37830812518579,2.67753250308732,3.46904056490448,2.57461337390457
113,3.53992638737551,2.21608665872863,3.17887102961341,2.44327466821461,3.16146695662949,2.46069133453103,3.25828644441397,2.36385925341405
114,3.74236996152637,2.38017889254109,3.33921785924967,2.70480180853135,3.3860561796649,2.68528055756643,3.46922342939047,2.57479623839055
115,3.64910718607779,2.30616464591393,3.18366488886578,2.68817737445207,3.29095265136289,2.59017702926443,3.38313472715888,2.48870753615897
116,4.00282391946295,2.60150667796492,3.56211554097156,2.92739428172517,3.61644632382509,2.91567070172663,3.69196850684832,2.79754131584841
117,3.46520023163562,2.09239437525908,3.06179010968613,2.41621563722351,3.09845501346294,2.39767939136448,3.18621646895478,2.29178927795486
118,3.85958959847012,2.48903488208626,3.5886519385619,2.92523815549868,3.58636299721652,2.88558737511805,3.70415864253025,2.80973145153033
119,3.56673754968962,2.2402275938172,3.1181165004556,2.6511631107821,3.24035263814011,2.53957701604164,3.33185340111881,2.43742621011889
120,3.46641239004784,2.09725917267942,3.05704994725054,2.49868689668808,3.1249955237671,2.42421990166864,3.22508201746927,2.33065482646935
121,3.72466390293936,2.32225222158982,3.31642889156765,2.82024798427708,3.41199771142836,2.7112220893299,3.51555203342232,2.62112484242241
122,3.86228165038962,2.48061563789869,3.4835307213392,2.58737690898687,3.46253237123365,2.76175674913518,3.48266741066299,2.58824021966308
123,3.54626810058004,2.15556897916848,3.05639406435629,2.62216937610555,3.19044876071321,2.48967313861475,3.28649531573088,2.39206812473096
124,4.08093955277797,2.75489206391797,4.39089327708442,3.10423373948024,3.93621483764161,3.23543921554315,4.19477710378229,3.30034991278237
125,3.86480318552598,2.47642063589561,3.40309343405894,2.94330254976966,3.52338840780098,2.82261278570251,3.62041158741426,2.72598439641434
126,3.56576384233113,2.16057502044319,3.19028436614721,2.58085466205024,3.2292483463338,2.52847272423534,3.33278310959868,2.43835591859877
127,3.56111191407559,2.26923113592193,3.14497107570031,2.5293899588388,3.22118206271016,2.5204064406117,3.28439411276951,2.38996692176959
128,3.38708789424795,2.12290474406315,2.90584507219674,2.01754889065574,2.89158749372199,2.19081187162353,2.9089105769262,2.01448338592628
129,3.7905761371284,2.41699135231949,3.35975024326006,2.7823562227624,3.43005502689395,2.72927940479549,3.51826682851119,2.62383963751127
130,3.66602140755173,2.30054755181341,3.34059714191382,2.73882815573601,3.37934297993359,2.67856735783513,3.48692624432488,2.59249905332496
131,3.79675983957186,2.4238654754648,3.3644368521226,2.71988654680648,3.41248678711815,2.71171116501968,3.4893752949645,2.59494810396458
132,3.71963683732632,2.33364739815432,3.34422577492374,2.83885664909745,3.43242690797647,2.73165128587801,3.53875480751055,2.64432761651064
133,3.55757178239584,2.16541484907864,3.10321508116306,2.60992402946895,3.20588166004934,2.50510603795088,3.30378315081597,2.40935595981605
134,3.70939591338731,2.30969641269695,3.27304210057854,2.75325921496479,3.36356765301419,2.66279203091573,3.46036425327162,2.56593706227171
135,3.73646491500624,2.37084543401833,3.29126844933253,2.82477059299521,3.40720902703174,2.70643340493328,3.50523311666383,2.61080592566391
136,3.65593846110407,2.32072544686619,3.20933122437131,2.75229845541135,3.32870192598005,2.62792630388158,3.42802843539129,2.53360124439137
137,3.68433310313791,2.29633877999287,3.27983844132669,2.72237442230944,3.34774855461647,2.646972932518,3.44832002731802,2.5538928363181
138,3.78035191399485,2.3774430187804,3.31877335710489,2.78567394585321,3.40740011764305,2.70662449554458,3.49943724697901,2.60501005597909
139,3.90750186573726,2.5531328169434,3.69355788922357,3.05117637030726,3.6977076941519,2.99693207205344,3.81958072526538,2.92515353426546
140,3.67642295371718,2.40434584429749,3.27872621100113,2.81850019299884,3.4043063580662,2.70353073596774,3.49582679749994,2.60139960650002
141,3.37494920430073,1.993337874915,2.93322678689908,2.38172702861302,3.00921794156639,2.30844231946792,3.10469050325601,2.21026331225609
142,3.5752109387672,2.27044141891353,3.54923416432878,2.72629265510035,3.43063164191841,2.72985601981994,3.58497700521452,2.69054981421461
143,3.67783772033244,2.2934875129014,3.27922223070443,2.77500895656251,3.37372016130314,2.67294453920468,3.47432918913342,2.57990199813351
144,3.89143205570281,2.52060603413347,3.98523648124128,2.99726727134118,3.73689686729215,3.03612124519369,3.93846547179118,3.04403828079127
145,3.63846190698699,2.28120258658945,4.39828955930215,2.27311988471402,3.35981025638351,2.65903463428505,3.78291831750804,2.88849112650813
146,3.5867276064153,2.20299637641639,3.16776817633552,2.57615953200712,3.23149046269122,2.53071484059275,3.31917744967128,2.42475025867136
147,3.45165103583634,2.07844307110258,2.9794889814333,2.00855846043367,2.94837476327072,2.24759914117225,2.94123731643344,2.04681012543353
148,3.63201460204179,2.2561505250138,3.13650465038398,2.62956697164974,3.23947587101792,2.53870024891945,3.33024940651682,2.4358222155169
149,3.64574759312441,2.43628081030243,3.24880194592209,2.84623330940031,3.39842531091649,2.69764968881802,3.49473122316116,2.60030403216124
150,3.3624110364934,2.01196742649827,3.24622523401457,2.41328979473291,3.12588296650513,2.42510734440667,3.2769711098737,2.38254391887378
151,3.66875483298831,2.3000219371138,3.46101154459792,2.78024768271031,3.44030033911822,2.73952471701975,3.56784320915407,2.67341601815416
152,3.78528290776684,2.39565228322541,3.29528325461419,2.75238533336023,3.38564706535224,2.68487144325378,3.47104788948717,2.57662069848725
153,3.77067190241191,2.38920521850804,3.34417425029767,2.76962734944253,3.41183751257932,2.71106189048085,3.50411439537006,2.60968720437014
154,3.64770074921949,2.30756238220317,3.19000577397266,2.71553604362534,3.30735055988025,2.60657493778178,3.39998450429896,2.50555731329904
155,3.73309737004381,2.34137498909296,3.23742442511066,2.64148345777498,3.30948759229917,2.60871197020071,3.38666753694278,2.49224034594286
156,3.43112206740016,2.08106196546502,2.97780113867278,2.51246317673588,3.09797692547529,2.39720130337683,3.19234575320429,2.29791856220437
157,3.81862441792233,2.50054737966256,3.35519351852104,2.84920286545103,3.46324938823082,2.76247376613236,3.54941178748599,2.65498459648607
158,3.53684323651409,2.17809957424569,3.17407465331016,2.4665466013846,3.16435363662885,2.46357801453039,3.26752422284734,2.37309703184742
159,3.75918217088002,2.37715951693826,3.32445295925245,2.80576988858243,3.41103663445106,2.7102610123526,3.5123250194174,2.61789782841748
160,4.03367557812276,2.64793228657715,3.59780267526121,3.02922297552421,3.67278640091335,2.97201077881489,3.76072642089267,2.86629922989275
161,3.66153269000304,2.28841927442591,3.38250104993745,2.70602757595927,3.36851999474091,2.66774437264245,3.49147790844831,2.5970507174484
162,3.63605449739532,2.24750282563528,3.31747916644638,2.72874392538922,3.35444237621403,2.65366675411556,3.47032514141776,2.57589795041784
