"simul_idx","up_dw","low_dw","up_t_test","low_t_test","up_catoni","low_catoni","up_cheby","low_cheby"
301,3.83162510434534,2.44315076662421,3.33604204673788,2.84786621213174,3.44766875528628,2.74689313318782,3.53916772493477,2.64474053393485
302,3.77238145683227,2.42938979401676,3.27882419052648,2.75683583176752,3.37570174613007,2.6749261240316,3.46504360664696,2.57061641564704
303,3.49929965945106,2.12580091884961,3.00410039172501,2.50021329059045,3.10783417939031,2.40705855729184,3.19937043665769,2.30494324565777
304,3.55042980368745,2.31463201151946,3.14842320527151,2.75651908474763,3.30350034857152,2.60272472647305,3.39968474050953,2.50525754950961
305,3.58214640330517,2.33540761805782,3.1664672832855,2.72942179266036,3.29445250559293,2.59367688349447,3.39515813347289,2.50073094247297
306,3.85116075591518,2.47622234227008,3.35751240426403,2.68819680600045,3.40764583703915,2.70687021494069,3.4700682006322,2.57564100963228
307,3.7289079882413,2.3467768718475,3.2596162259312,2.77256245567095,3.3712725407446,2.67049691864613,3.46330293630103,2.56887574530112
308,3.60388802367154,2.22783443794934,3.10017250216166,2.63617825332809,3.2224174858316,2.52164186373313,3.31538897324483,2.42096178224491
309,3.53132307128143,2.14576726906238,3.05280831135516,2.53082532389144,3.15158433145045,2.45080870935199,3.23903041312326,2.34460322212334
310,3.37520333277476,2.01674681265728,3.04675730396026,2.36591861624096,3.05099525260173,2.35021963050326,3.15355155560057,2.25912436460065
311,3.55363762486026,2.23207265193964,3.38597773594352,2.63224670948313,3.31695027667201,2.61617465457355,3.45632581821328,2.56189862721336
312,3.76143330688216,2.40452257154929,3.29986630206701,2.7949038104507,3.40427350033116,2.7034978782327,3.49459865175881,2.60017146075889
313,3.72027630962454,2.43011538975065,3.40239494464367,2.53430258881264,3.36004623593656,2.65927061383809,3.41556236222811,2.5211351712282
314,3.6312633679252,2.28247577096905,3.21767334691834,2.63084663551137,3.27836681531157,2.57759119321311,3.37147358671481,2.4770463957149
