"","simul_idx","up_dw","low_dw","up_t_test","low_t_test","up_catoni","low_catoni","up_cheby","low_cheby"
"1",1,4.37438293523025,2.40664074001258,3.9330799620946,3.00354903311151,4.01406345103919,2.88505328812732,4.1754212787896,2.76120771641651
"2",2,3.16744750345089,1.81964403467244,4.268626160933,-1.8446207894315,3.0641765868149,1.93516642390303,1.9191094669373,0.504895904564207
"3",3,4.18438033437581,2.39341402090954,3.67386340459994,3.05414306223079,3.93204604216038,2.80303587924851,4.07111001460191,2.65689645222882
"4",4,4.01100191014448,1.99096809609886,3.44970189483165,2.65936882401701,3.61183603592022,2.48282587300835,3.76164214061087,2.34742857823778
"5",5,3.83080660235132,1.8652521833857,4.31161503475157,2.29043339728027,3.61252826296407,2.4835181000522,4.00813099720247,2.59391743482938
"6",6,3.87401276782734,1.85712945651435,3.34287776677101,2.14244939636088,3.35941546464192,2.23040530173005,3.44977036275249,2.0355568003794
"7",7,4.25136983422294,2.2191285791861,3.66784653240182,2.8858266001438,3.83503152895834,2.70602136604647,3.98394334745936,2.56972978508626
"8",8,4.04081196232126,2.05391220966516,3.3967908038495,2.74252963649948,3.63360979440651,2.50459963149464,3.77676700136103,2.36255343898794
"9",9,3.92701829992283,1.93141845522283,3.33583076018452,2.0697707985163,3.35698020039407,2.2279700374822,3.40990756053696,1.99569399816387
"10",10,4.29937974569553,2.27419410705833,3.69115991953502,2.85815387006734,3.83931959518382,2.71030943227195,3.98176367598773,2.56755011361463
"11",11,4.01610049944801,1.99421765827342,3.74952027800193,2.24581290342586,3.5902619735067,2.46125181059483,3.70477337190044,2.29055980952735
"12",12,4.09381312349721,2.08992648664384,3.39246537503384,2.52900828895659,3.55415408335588,2.42514392044401,3.66784361318176,2.25363005080867
"13",13,4.20576456497191,2.19838271386778,3.53266209470644,2.78516982721779,3.72929142319606,2.6002812602842,3.86602274214866,2.45180917977556
"14",14,4.06738239094344,2.1369981378121,3.56962417073586,2.09012853874063,3.54236898251458,2.41335881960271,3.53698313592479,2.1227695735517
"15",15,3.77397294469864,1.77780064567349,3.45017409566133,2.41406506422792,3.44626669077181,2.31725652785994,3.63922636113117,2.22501279875808
"16",16,3.90910354656432,1.89042502520539,3.21710829769703,2.39183515237124,3.38470706728492,2.25569690437305,3.51157850622068,2.09736494384759
"17",17,4.00843473185051,2.110004483241,3.38034830481937,2.71293478867299,3.60603513606033,2.47702497314846,3.75374832793273,2.33953476555963
"18",18,3.84921722873018,2.13288897140627,3.34694545088471,2.48986688383501,3.51722733491745,2.38821717200559,3.62551294854641,2.21129938617331
"19",19,3.9935259948645,1.99252010203709,3.41639668275377,2.41826351620157,3.49755921710762,2.36854905419575,3.62443688066422,2.21022331829112
"20",20,4.00341860477872,2.14714837429603,3.41765701791655,2.69644392421842,3.63280624083011,2.50379607791824,3.76415725225403,2.34994368988094
"21",21,4.36200057255891,2.44802916500316,3.74272585450318,3.04371002022794,3.9521057916742,2.82309562876234,4.10032471855211,2.68611115617901
"22",22,4.51914971361835,2.50194496921664,4.08947438609769,3.15817186497797,4.15770830420675,3.02869814129488,4.33092990672438,2.91671634435128
"23",23,3.90229339538357,1.88851075642994,3.27977343892937,2.41515181932771,3.42925857805963,2.30024841514777,3.55456941031509,2.14035584794199
"24",24,4.15894251514024,2.17324226153896,3.9715512287283,2.10663617837381,3.73542262327369,2.60641246036182,3.7462004847376,2.33198692236451
"25",25,3.68002662439187,1.74333596270433,3.08423465010375,1.34958120946242,2.99564313001937,1.86663296710751,2.92401471096963,1.50980114859654
"26",26,3.46269626932016,1.45113181415729,2.82517388121631,1.97673889788053,2.97436694710927,1.8453567841974,3.10806317073497,1.69384960836187
"27",27,4.07573985495861,2.06410662892349,3.42333213029202,2.57313842517959,3.57539119965271,2.44638103674084,3.70534205892236,2.29112849654926
"28",28,4.10558456810701,2.10380022259541,3.45130120810151,2.59326811022265,3.60339913257157,2.4743889696597,3.72939144034863,2.31517787797554
"29",29,4.38302948829809,2.37834965501829,3.96948032062665,2.98378826215736,4.02746279067626,2.89845262776439,4.18374107257855,2.76952751020546
