"","simul_idx","up_dw","low_dw","up_dw_x1_to_xn","low_dw_x1_to_xn","up_dw_x1_to_xn_tails","low_dw_x1_to_xn_tails","up_t_test","low_t_test","up_anderson","low_anderson","up_cheby","low_cheby","up_emp_bern","low_emp_bern","up_hoeffding","low_hoeffding","up_PI_emp_bern","low_PI_emp_bern","up_PI_hedged","low_PI_hedged"
"1",1,0.741090283812693,0.181499661533634,0.741044715623865,0.181705413159049,0.938326712362979,0.181705413159049,0.646560571775017,0.253659058621466,0.723378390915434,0.126972542228163,0.837019546011104,-0.236873125746783,1.21172417405243,-0.311504543655947,0.72377623045384,0.176443399942642,0.833400711455392,0.0449548087870663,0.72,0.22
"2",2,0.69876337471346,0.145814825096718,0.698632618317189,0.145879689404265,0.895700044219938,0.145879689404265,0.593903252032405,0.206465060945263,0.673628119303787,0.0768916890776302,0.812449616992543,-0.278870741674097,1.15750749389578,-0.357139180918111,0.673850571744433,0.126517741233236,0.807350864310153,0.0222353788925193,0.66,0.17
"3",3,0.917566041545658,0.394667785453312,0.917438331977042,0.394797638970445,1.11460473619286,0.394797638970445,0.880402027327483,0.518562325492734,0.972425798632049,0.376126144425577,0.940247062750519,-0.00760416087037408,1.43669985922378,-0.0377355064035632,0.973148591665707,0.42581576115451,1.06337092121662,0.301553047203102,0.91,0.44
"4",4,0.853442435827796,0.300750604966772,0.853280598112162,0.30083832882385,1.05038283901981,0.30083832882385,0.792592944528574,0.405484748414393,0.872436607941186,0.275953129520083,0.902935874252368,-0.10421741229039,1.35610299807733,-0.15802530513436,0.872705261727082,0.325372431215884,0.975741070202946,0.19316298618021,0.83,0.34
"5",5,0.853979677246371,0.301197942060658,0.853841711543797,0.301366723204891,1.05106740238407,0.301366723204891,0.793235799005746,0.406085445988835,0.873018059648445,0.27636411419021,0.903185913863721,-0.103638417200668,1.35675788512452,-0.157436640129936,0.873327037752889,0.325994207241692,1.00171783108358,0.217088360755717,0.83,0.33
"6",6,0.741267149960104,0.18150165655371,0.741159875290025,0.181625625072652,0.93831731667652,0.181625625072652,0.646814237081695,0.253658250295942,0.72357014474676,0.12702018940885,0.837080276267641,-0.236765284682549,1.21205047210959,-0.311577984731956,0.723902658944417,0.17656982843322,0.858873006094941,0.0682923630537007,0.71,0.21
"7",7,0.781200768304493,0.21913291709649,0.781079141502219,0.219239906283914,0.978210723432945,0.219239906283914,0.69777987000608,0.302652637057353,0.773540082396696,0.176912107955751,0.860478176969836,-0.193523172260881,1.26357874498006,-0.263146237916627,0.773882668787315,0.226549838276118,0.905473495262904,0.119308585128755,0.75,0.25
"8",8,0.698846315468204,0.14616453100992,0.69873723891192,0.146244988555632,0.89582841325566,0.146244988555632,0.593945088972412,0.20697189919987,0.673789933124608,0.0773339521362183,0.812587780971055,-0.278643122189534,1.15741660854088,-0.356499620368598,0.67412490934174,0.126792078830542,0.806511344108712,0.023561495763587,0.66,0.17
"9",9,0.741301511661092,0.18133020988255,0.741178555312622,0.181437809575155,0.938311067040363,0.181437809575155,0.646979410921406,0.253319059219635,0.723590730696845,0.126842058557922,0.837038482270613,-0.236839502176586,1.21235960354044,-0.312061133399397,0.723815650326119,0.176482819814922,0.834356964295973,0.0441200605359985,0.72,0.22
"10",10,0.818545316040386,0.258522568750798,0.818510963136691,0.258693920355244,1.01574056877785,0.258693920355244,0.746392789527922,0.352905950252928,0.823038397049892,0.226226134021167,0.882375539308107,-0.14950971278754,1.31172345762573,-0.212424717844875,0.823315785146024,0.275982954634826,0.954359160305838,0.166808843263745,0.79,0.28
