"","simul_idx","up_dw","low_dw","up_dw_x1_to_xn","low_dw_x1_to_xn","up_dw_x1_to_xn_tails","low_dw_x1_to_xn_tails","up_t_test","low_t_test","up_anderson","low_anderson","up_cheby","low_cheby","up_emp_bern","low_emp_bern","up_hoeffding","low_hoeffding","up_PI_emp_bern","low_PI_emp_bern","up_PI_hedged","low_PI_hedged"
"1",1,0.624413724567524,0.453830869372315,0.624412400419836,0.453831930476514,0.649193222206123,0.453831930476514,0.591817655826961,0.487923287349383,0.617244551952674,0.458504341045028,0.685487374391384,0.352725070970484,0.659901293615032,0.419839649561311,0.617275022792271,0.462465920384073,0.625925037572555,0.448012747193184,0.61,0.47
"2",2,0.581769571413033,0.410738873452101,0.581766023482443,0.410740661145845,0.606547925025269,0.410740661145845,0.548267489321662,0.444092631053737,0.573545738458144,0.414809854101709,0.648434201236958,0.305758222200926,0.616441611770794,0.375918508604605,0.573584611391799,0.418775508983601,0.589081553189964,0.409348356917322,0.57,0.42
"3",3,0.608841292458892,0.437952055910676,0.608838204590317,0.437954040341543,0.633620377806462,0.437954040341543,0.575903863118365,0.471801726001418,0.601228839140877,0.442485120010375,0.671968703441446,0.335440516866038,0.644054526072983,0.403651063046801,0.601257345763991,0.446448243355793,0.610576330794153,0.431748833291453,0.6,0.45
"4",4,0.554036151311923,0.383279711626376,0.554033404446033,0.383282209427599,0.578816312500116,0.383282209427599,0.520056941497772,0.416046426888477,0.545428046737411,0.386690078255216,0.624290189034341,0.275809203644745,0.588178047470867,0.347925320915382,0.545456235397224,0.390647132989026,0.559638343838302,0.38082431423049,0.54,0.4
"5",5,0.58932506644325,0.41830555328977,0.58932073625243,0.418308995611406,0.614105017458402,0.418308995611406,0.555993070058079,0.451787678888196,0.581259133273222,0.422540825592456,0.655013763708822,0.314006187201058,0.624177042274938,0.383603706671337,0.581294925677237,0.426485823269039,0.595071211484643,0.416068683345321,0.57,0.43
"6",6,0.616714186881604,0.445965655141283,0.6167113495131,0.445972836681038,0.641501094987716,0.445972836681038,0.583948690794189,0.479942448748087,0.609309735222118,0.450574491242867,0.678808616477388,0.344163633082493,0.65206841845889,0.411822721083386,0.609350120975237,0.454541018567039,0.618877621357999,0.440503457685497,0.6,0.46
"7",7,0.635927031751958,0.465674052759403,0.63592067865942,0.465677822262103,0.660705452083867,0.465677822262103,0.603581098279434,0.499935820627737,0.629132705893474,0.47039276808106,0.695469569398579,0.365604391089085,0.671584380561784,0.431932538345386,0.629163010657684,0.474353908249486,0.642405129803025,0.464624193980129,0.62,0.48
"8",8,0.561968892802085,0.39105140095094,0.561967838155046,0.391052026039073,0.586748003401039,0.391052026039073,0.528124616836252,0.423979670625537,0.553427323159962,0.394677287019402,0.631179502461955,0.284305389328226,0.596289089799194,0.355815197662594,0.553456694934993,0.398647592526795,0.567937236520472,0.389005117341833,0.55,0.4
"9",9,0.589373148436186,0.418333932073352,0.589370392353982,0.418339947607086,0.614158433897473,0.418339947607086,0.556040396806713,0.451821125828025,0.581297138196805,0.422561613190496,0.655048182949046,0.314049434968971,0.624228846583321,0.383632676051417,0.581335312521468,0.42652621011327,0.591808825442554,0.41274529863992,0.58,0.43
"10",10,0.631971691747422,0.461614508320993,0.631967368554512,0.461620510656387,0.65675538828447,0.461620510656387,0.5995412086605,0.495819771606141,0.625043052586063,0.466313284531319,0.692050338621659,0.361181373173188,0.667569059600867,0.427791920665773,0.625085041337419,0.470275938929221,0.638322808351771,0.460576642018987,0.62,0.47
"11",11,0.550102168622457,0.379448013827265,0.550098529965897,0.379449581201362,0.574880079628373,0.379449581201362,0.516061056720544,0.412134111674133,0.541469823029576,0.382734216922599,0.620878885344329,0.271616468881322,0.584155203553475,0.344039964841202,0.541502135401437,0.386693032993239,0.556598314059943,0.3776874777937,0.54,0.39
"12",12,0.569743920539868,0.398794655386086,0.569740194504868,0.398797329087159,0.594523352494942,0.398797329087159,0.536025857724303,0.43189210051077,0.561330997429656,0.402600705117371,0.63797104887755,0.292719295579251,0.60418672117042,0.363731237064653,0.561363530321636,0.406554427913438,0.571921628158123,0.392414182765604,0.56,0.41
"13",13,0.624625511577459,0.454044060230115,0.624623331995832,0.454047147319899,0.649407094087325,0.454047147319899,0.59202967754365,0.488147998994103,0.617452411792184,0.458708936244549,0.685671131137787,0.352961250148515,0.660109221621803,0.42006845491595,0.617493389472976,0.462684287064778,0.631567262126564,0.453037777613401,0.61,0.47
"14",14,0.585454745900996,0.41438911438971,0.58545334157591,0.414390616782253,0.610234792512505,0.414390616782253,0.552035132986159,0.447805186471804,0.577294815583547,0.418549595892461,0.651627913330282,0.309757009225452,0.620227026639371,0.379613292818592,0.577324710933081,0.422515608524883,0.586339421448347,0.407014133361751,0.57,0.43
"15",15,0.581618004957308,0.410580407821003,0.58161317328018,0.410584470268255,0.606398360700461,0.410584470268255,0.548120786648654,0.443921676910884,0.573390547522384,0.414655858149414,0.648298488158002,0.305588496033862,0.616302732505641,0.375739731053896,0.573425782983868,0.41861668057567,0.587575996140948,0.409101789019572,0.57,0.42
"16",16,0.542362112253855,0.371899870856492,0.542357369850671,0.37190650550494,0.567146347944006,0.37190650550494,0.508206532681818,0.404421873906766,0.5336813789123,0.374949906944033,0.614151788290906,0.263375525736579,0.576254778646052,0.336373627942532,0.533718754498391,0.378909652090193,0.544231911540872,0.366036595886547,0.53,0.39
"17",17,0.514339829873285,0.344815917279994,0.514334252657686,0.344819336285951,0.539118499791527,0.344819336285951,0.479852013361129,0.376711133803489,0.505657047301334,0.346916161251547,0.589792534914275,0.233825875820934,0.547692579237567,0.30887056792705,0.505686124786408,0.35087702237821,0.514521328559999,0.335479656538793,0.5,0.36
"18",18,0.601038011254821,0.430042811157816,0.601037775981651,0.430043845596684,0.625818538452452,0.430043845596684,0.567919654241817,0.46377280546679,0.59322599667164,0.434469508228638,0.665182409308175,0.32682957118087,0.636084740962881,0.395607718745725,0.593250781058402,0.438441678650204,0.602932128155508,0.424097699904424,0.59,0.44
