"","simul_idx","up_dw","low_dw","up_dw_x1_to_xn","low_dw_x1_to_xn","up_dw_x1_to_xn_tails","low_dw_x1_to_xn_tails","up_t_test","low_t_test","up_anderson","low_anderson","up_cheby","low_cheby","up_emp_bern","low_emp_bern","up_hoeffding","low_hoeffding","up_PI_emp_bern","low_PI_emp_bern","up_PI_hedged","low_PI_hedged"
"1",1,0.575546060129666,0.310344914291834,0.575533431474673,0.310347873976144,0.630125202135889,0.310347873976144,0.522675016099839,0.357673541751277,0.562485764096677,0.307905238123028,0.673830526707788,0.126486344065955,0.662078988276908,0.218269569574209,0.562561620459599,0.317786937391517,0.600054370756941,0.285853547403745,0.56,0.33
"2",2,0.614346652780452,0.347637580458148,0.614338786169894,0.347650839106473,0.668945764067532,0.347650839106473,0.563087426310562,0.396990477659754,0.602362072555327,0.347752551282158,0.704474928427635,0.168323166090835,0.702839694361584,0.257238209608733,0.602426293519199,0.357651610451117,0.641061420720979,0.324181784484325,0.59,0.36
"3",3,0.575529196365539,0.310246195425648,0.575520758057426,0.310264209588697,0.630134757849363,0.310264209588697,0.522626676083562,0.357598468558751,0.562447106306963,0.307813396254921,0.673782631487127,0.12642204546043,0.662039147825583,0.21818599681673,0.562499913855197,0.317725230787116,0.595211428496091,0.280654609505945,0.56,0.33
"4",4,0.707990922689188,0.4440499822251,0.707974540081597,0.444058517016535,0.762574542830236,0.444058517016535,0.661690432017216,0.497622629107488,0.701960383788704,0.447361746395715,0.778237930413011,0.275683034245811,0.80079755203709,0.358515509087614,0.702043872096393,0.457269189028311,0.732803606136181,0.420769156997343,0.69,0.46
"5",5,0.565664276226859,0.301098452803725,0.565647122038876,0.301111273589245,0.620253453397388,0.301111273589245,0.512432246077527,0.347909222686877,0.552463039309456,0.297909991276835,0.666047870627458,0.116080737340182,0.651684099218861,0.208657369545543,0.552558075916243,0.307783392848161,0.589284448487609,0.276718028221388,0.56,0.33
"6",6,0.716993622211789,0.453840246178019,0.71697466609734,0.453848721919689,0.771574581654322,0.453848721919689,0.67121782034168,0.507725699254778,0.711779538451825,0.457180761793258,0.785266631428098,0.286500204568682,0.810141907675904,0.368801611920553,0.71185910133227,0.467084418264188,0.742050189498657,0.431035848975538,0.7,0.47
"7",7,0.642804272686265,0.376001641117299,0.642787641181251,0.376009162276018,0.697386147220868,0.376009162276018,0.592920758408206,0.426831820130956,0.632192991629458,0.377588102115911,0.727007580772855,0.20004021789911,0.732670479635396,0.287082098903765,0.632263630803622,0.38748894773554,0.665420556500039,0.34935271173093,0.63,0.4
"8",8,0.689787887358855,0.42450322336095,0.68978553262936,0.42451621549729,0.744392117000934,0.42451621549729,0.642453080068177,0.477391439918979,0.682221063991383,0.427587024362285,0.763969115168661,0.254071357546935,0.781876181402426,0.33796833858473,0.682309601527619,0.437534918459537,0.713887517678853,0.400388913093772,0.67,0.44
"9",9,0.633568703863434,0.366681384236602,0.633549435810986,0.366686874425476,0.6881449429627,0.366686874425476,0.583226711575047,0.417031995510955,0.622459891190855,0.367841801599959,0.719686146019828,0.189639951331082,0.723010063866551,0.277248643219451,0.622516695077042,0.37774201200896,0.660554231152776,0.344668690016486,0.62,0.39
"10",10,0.565713504483627,0.301077877782857,0.565698302090355,0.301085624055631,0.620297140528712,0.301085624055631,0.512452589723233,0.34791678566297,0.552511926736643,0.297902467290135,0.666058751464039,0.116095226159782,0.651708506359698,0.208660869026505,0.552572029227142,0.307797346159061,0.589481296465597,0.276537676829724,0.55,0.32
"11",11,0.671157505050924,0.405022057405991,0.67114800571213,0.405033814125858,0.725752765893393,0.405033814125858,0.622778733120307,0.457153830499889,0.662278349626456,0.407667127892361,0.749360404147744,0.232396471870616,0.762380918522777,0.317551645097418,0.662353623344138,0.417578940276057,0.695244198989514,0.379334861601997,0.65,0.42
"12",12,0.652391130933395,0.385672718609486,0.652378647935631,0.38567518587241,0.706969691497654,0.38567518587241,0.603022639664178,0.436945125933238,0.642298457929877,0.387678850171131,0.734558699042573,0.210866542409623,0.742768728563039,0.297199037034376,0.642371224332749,0.397596541264667,0.680860882743189,0.363878722510241,0.63,0.4
"13",13,0.623899722525568,0.357005984413346,0.623887226115372,0.357011123743677,0.678482215196646,0.357011123743677,0.573080511208499,0.406864695593158,0.612301691169165,0.357655092021506,0.712016087982907,0.178843190927691,0.712870571906241,0.267074634895417,0.61235994493487,0.367585261866788,0.645975911868668,0.329110449789561,0.61,0.38
"14",14,0.70811348185732,0.444163904010023,0.708105817758973,0.444169406924508,0.76270134370106,0.444169406924508,0.661811016313743,0.49774940026362,0.702094418975119,0.447477571914279,0.778326782198366,0.275819051053782,0.800916169279101,0.358644247298262,0.702167549822722,0.45739286675464,0.737865423088977,0.425865613893597,0.69,0.46
"15",15,0.72622144142344,0.463950302811894,0.726215002086895,0.463955815086979,0.78081054185065,0.463955815086979,0.680981300896949,0.518146531486872,0.721887422243452,0.467264471493829,0.792444962713016,0.297671248545003,0.819696389374417,0.379431443009404,0.721951257725951,0.47717657465787,0.751129693248457,0.442036032511768,0.71,0.48
"16",16,0.661618266415908,0.39514073105019,0.661607824876116,0.395149116554417,0.716207607190362,0.395149116554417,0.612726727427465,0.446850198912514,0.652102440752687,0.397487368076007,0.741842597791706,0.221409153426456,0.752408914944697,0.307168011395282,0.65217580470403,0.407401121635949,0.689149264227104,0.375075468782688,0.66,0.43
"17",17,0.575290213596535,0.31003243648713,0.575269438330544,0.310038703160864,0.62986609202368,0.310038703160864,0.522403299824079,0.357349235464376,0.562210899081888,0.307593960512154,0.673599204428939,0.126175827651475,0.661823992506461,0.217928542781994,0.562263609178268,0.317488926110187,0.594495298674043,0.280882628235411,0.56,0.33
