"","simul_idx","up_dw","low_dw","t_dw","up_dw_x1_to_xn","low_dw_x1_to_xn","t_dw_x1_to_xn","up_dw_x1_to_xn_tails","low_dw_x1_to_xn_tails","t_dw_x1_to_xn_tails","up_t_test","low_t_test","t_t_test"
"1",1,0.518518478743721,-2.25311727957542,3.84958815574646,0.518518478743721,-3.41657465341004,0.603668451309204,1.44755302973581,-4.98891105841402,0.603668451309204,-0.291920102076325,-1.58360399125852,0.00165557861328125
"2",2,1.65520134466978,-1.50024789454163,7.32963347434998,3.1384144962087,-1.66720004779466,0.607133388519287,3.81906884308083,-3.73535276556022,0.607133388519287,1.17892234894606,-0.39066506172195,0.00170063972473145
"3",3,1.69320878317816,-1.2354390554507,4.25563287734985,1.74928112425298,-1.2354390554507,0.89231014251709,3.30199840509258,-3.86293487034527,0.89231014251709,0.700185671569235,-0.42736457821656,0.00173330307006836
"4",4,1.47937616947755,-1.79746129787461,9.12657999992371,6.95750145293491,-3.01886702562129,0.662547588348389,6.12903474896927,-4.58363325641729,0.662547588348389,1.7861402882563,-1.16377083350381,0.00116157531738281
"5",5,1.01911970285894,-2.12039017739529,2.86726975440979,1.01911970285894,-5.40941047139066,0.767996788024902,-0.629660071863618,-6.70798374090605,0.767996788024902,-0.140201552148647,-2.12587219771601,0.00125288963317871
"6",6,1.85070257557329,-1.28058904953437,4.55835318565369,7.88732902260281,-1.79785166636119,0.416540384292603,7.84747634824636,-3.66084728641104,0.416540384292603,2.61744891039162,-0.363493202950484,0.00120186805725098
"7",7,2.02227718623187,-1.1250611299296,4.26387548446655,2.05747489399267,-1.1250611299296,0.919782400131226,3.31062407608995,-3.28562365859073,0.919782400131226,1.01914191929366,-0.0778513040327046,0.00161886215209961
"8",8,1.63431461596448,-1.5165768221457,5.29013800621033,1.87112987504774,-15.3130141157121,0.812940359115601,-8.52340366683968,-16.3053871807436,0.812940359115601,0.773399134825191,-5.67199523686484,0.00128817558288574
"9",9,1.62258286592369,-1.38547196976766,3.40317964553833,1.62258286592369,-1.85757291211864,0.772150278091431,2.92542363124986,-3.70873995601247,0.772150278091431,0.734180448589057,-0.507110480792988,0.00116872787475586
"10",10,2.19371300087623,-0.828026137420222,0.916852474212646,2.19371300087623,-0.828026137420222,0.98357629776001,3.75064534853139,-3.05046257694333,0.98357629776001,1.32620044457218,0.202158332624478,0.0012049674987793
"11",11,1.72504429126955,-1.31139757451225,4.70834994316101,1.72504429126955,-1.57140305819387,0.868309736251831,3.02507205138572,-3.43692478221046,0.868309736251831,0.892434417567799,-0.26029623647843,0.0016624927520752
"12",12,1.43085245944109,-1.75804810257196,4.06131958961487,1.43085245944109,-2.44575458998227,0.750669479370117,1.99143688980679,-4.0923450272208,0.750669479370117,0.462116236710567,-0.768236318407701,0.000173568725585938
"13",13,1.2771523664258,-1.79104944857758,6.83970355987549,11.1456829833442,-2.50973356803186,0.688724756240845,11.0694848173238,-4.39652236009335,0.688724756240845,4.02183850193353,-0.972219307329811,0.000174999237060547
"14",14,1.62834312713434,-1.57611846840162,5.69139528274536,1.87711833470416,-3.59156022896596,0.431777954101562,1.4999264281418,-5.07628847155509,0.431777954101562,0.483259659066967,-1.26651245181156,0.000189542770385742
"15",15,2.09253441033176,-0.984986138969122,3.77775740623474,4.43193675304206,-0.984986138969122,0.456914901733398,5.13425132460412,-3.33519893715878,0.456914901733398,1.72067596612791,0.0405750060036183,0.000177383422851562
"16",16,1.26969235012602,-1.82351686865051,6.00102496147156,2.23833507333559,-5.06908438460147,0.765344858169556,0.718636363834697,-6.429188886059,0.765344858169556,0.228069059061559,-1.98689333190054,0.000171661376953125
"17",17,1.48898466911573,-1.75389163179433,6.48348951339722,31.1968055440846,-4.22357424157961,0.473904609680176,29.0445889186202,-5.60779031235168,0.473904609680176,9.48329799279651,-3.12709169946606,0.000179052352905273
"18",18,1.92218007971028,-1.29673746309614,7.16612672805786,2.81610474165928,-9.77732546908948,0.723318815231323,-4.51967863958599,-10.838373204724,0.723318815231323,1.29681122114049,-2.69358079264269,0.000174999237060547
"19",19,1.89918792338744,-1.39024400765777,6.11110091209412,2.62424648402874,-1.89604175820618,0.792721509933472,3.14345230316235,-3.70462093511344,0.792721509933472,1.11696314947282,-0.336964932957044,0.00018310546875
"20",20,1.58632108413969,-1.7617626377923,6.82114481925964,2.026731939927,-7.26407267251254,0.397736072540283,-2.30151412143343,-8.41831220913012,0.397736072540283,0.630235390743313,-2.22314625304571,0.000172138214111328
"21",21,1.23914068386878,-1.91312986820607,5.55392742156982,2.51949290031651,-4.60506165651088,0.517045259475708,1.15729816230914,-5.98827464934464,0.517045259475708,0.466437119797652,-1.62725261148245,0.000169515609741211
"22",22,1.20674307487017,-2.04586236292657,3.81937074661255,2.50706492663673,-2.04586236292657,0.717465162277222,3.16312932448973,-4.15916028781263,0.717465162277222,0.418859781215125,-0.985853735955895,0.000245332717895508
"23",23,1.9413729721099,-1.42588040154116,6.95614838600159,4.0733676422073,-2.0002109786898,0.608924627304077,4.19017894278705,-3.81047391645483,0.608924627304077,1.33029166243896,-0.471674918863104,0.000263690948486328
"24",24,1.68111431985214,-1.61319996478725,9.35563349723816,14.2651683889895,-5.52748405284209,0.641339540481567,10.6631121354738,-6.76605507284898,0.641339540481567,4.03484683843528,-1.90440164308038,0.000172138214111328
"25",25,1.47468171315775,-1.61150566096858,6.12483811378479,3.26042392793887,-5.87599684524651,0.729267597198486,0.236725856227478,-7.11851773689391,0.729267597198486,0.807575052165489,-1.76033737948295,0.000172138214111328
"26",26,1.30112314300419,-1.65053474244986,6.96149086952209,14.5481061851353,-2.29549716712505,0.971218824386597,14.2816724143852,-4.11080608800315,0.971218824386597,5.26949808126852,-0.706958394020792,0.000176429748535156
"27",27,2.09150147943335,-0.643587227984917,3.38825130462646,3.79608788956646,-0.643587227984917,0.48091197013855,4.86432057161397,-3.48246003887174,0.48091197013855,1.80428011512198,0.278059734366514,0.000245094299316406
"28",28,1.56428388629206,-1.82694343443913,7.33554720878601,2.85570910725646,-3.53891390517204,0.376604080200195,1.80780940729301,-4.98924844466645,0.376604080200195,0.601337107317438,-1.14657627486011,0.000174522399902344
"29",29,2.10909486065417,-0.936209147595074,5.76066660881042,4.62534007565658,-1.01663832358553,0.87691593170166,5.33048457841501,-3.2303243753371,0.87691593170166,2.28064395299509,0.295061675990108,0.000267744064331055
"30",30,1.63346207290372,-1.53072582417988,3.75866866111755,5.84426094313847,-1.53072582417988,0.540940284729004,6.25106248873335,-3.70008485870758,0.540940284729004,1.79472216432875,-0.536155869085479,0.000169277191162109
"31",31,2.14043556973659,-0.612695150845806,6.67842960357666,7.25309311113572,-1.27588450739126,0.401285648345947,7.34951663847936,-3.13662897890121,0.401285648345947,3.59196709245044,0.645954593213097,0.00017857551574707
"32",32,0.844807395339653,-1.93942810718055,4.78926777839661,6.56556549139231,-7.57349402655295,0.780116081237793,2.23038170454158,-8.75929366472829,0.780116081237793,0.982477414959079,-2.79335720934478,0.000172853469848633
"33",33,1.86066633675617,-1.41030102927127,6.19639492034912,2.90006341362836,-1.5434896644446,0.405959129333496,3.61309302677063,-3.61329097869,0.405959129333496,1.07137926971006,-0.332200750596885,0.00025177001953125
"34",34,1.80525980732414,-1.13931945384878,2.7943263053894,2.48482918557256,-1.13931945384878,0.407968997955322,3.71983130971638,-3.76842743153979,0.407968997955322,1.03396209962267,-0.247216464739162,0.000176429748535156
"35",35,1.95047262643067,-1.3544931509111,6.91895031929016,2.17808369513141,-2.55990943468092,0.44105339050293,2.2785250028902,-4.14501180180809,0.44105339050293,0.915796029244182,-0.583856981861052,0.000173807144165039
"36",36,1.71597207093413,-1.55922615337499,6.76361918449402,3.40203788782505,-5.76484263186143,0.752365589141846,0.549748822828138,-7.01968713659565,0.752365589141846,0.970961409325503,-1.79649777733176,0.000174045562744141
"37",37,1.75101284133998,-1.10334640553116,5.58666110038757,8.53083231314697,-2.5829997314653,0.898343324661255,7.85399327556224,-4.18821480894489,0.898343324661255,3.00075184099105,-0.363332065681017,0.000354528427124023
"38",38,1.46869452282532,-1.82322693729351,3.40916085243225,1.46869452282532,-2.36242162926925,0.575595140457153,2.21299047633291,-4.0988116105042,0.575595140457153,0.417607662826242,-0.832014143572036,0.000175714492797852
"39",39,1.56864090264179,-1.56966713353133,2.68454480171204,3.19062293703028,-1.56966713353133,0.417488813400269,3.98170567111858,-3.90163031673765,0.417488813400269,0.938401505657953,-0.568953896661832,0.000179767608642578
